ayakları üstünde durmak,21
gönülden ırak olmak,17
karar bulmak,11
üstüne yüklenmek,15
cart curt etmek,13
üstüne gelmek,12
gülerken ısırmak,15
linç etmek,9
dünyaya yuf borusu öttürmek,24
gözünü üstünden ayırmamak,23
alaşağı etmek,12
ağzı açık ayran delisi,19
deli Raziye gibi,14
anahtarı beline takmak,20
akamete uğramak,14
arabanın tekerine taş koymak,25
göz nuru dökmek,13
başını alamamak,14
adı çıkmış dokuza inmez sekize,26
ağzını bırakıp kıçıyla  gülmek,26
arkasından zil takıp oynamak,25
gözleri fıldır fıldır olmak,24
birbiri üstüne gelmek,19
aklı bir yerde olmak,17
hedef almak,10
evlerden ırak,12
iki çift laf  etmek,15
şeytana parmak ısırtmak,21
Ahfeşin keçisi gibi başını sallamak,31
gönlü olmak,10
alıp satmaz görünmek,18
yeşil ışık yakmak,15
tuzu olmak,9
örümcek bağlamak,15
sabahı zor etmek,14
paravan yapmak,13
gözü olmak,9
ben hancı sen yolcu oldukça,23
gözünde olmamak,14
araları limoni olmak,18
aklına sığmamak,14
ağzı var dili yok,14
ağzı dili tutulmak,16
aptallığa vurmak,15
ağırına gitmek,13
hayır yok,8
abdestsiz yere basmamak,21
teneşir paklamak,15
ırgat pazarına döndürmek,22
ağzının tadı bozulmak,19
ar namus tertemiz,15
dili uzamak,10
temcit pilavı gibi,16
in cin top oynamak,15
aç kalmak,8
altın leğene kan kusmak,20
ağzının içi yangın yerine dönmek,28
taban tabana zıt,14
ahkâm yürütmek,13
bileğinin hakkıyla,17
aferin almak,11
meydanı dar etmek,15
kanı ısınmak,11
afura tafura gelmemek,19
mide fesadına uğramak,19
bundan iyisi can sağlığı,21
ağzını sıkı  tutmak,16
iliği kemiği ısınmak,18
aklını başından almak,19
boyunu aşmak,11
aklını takmak,12
düğüm üstüne düğüm vurmak,22
ateşler içinde yanmak,19
ad vermek,8
bayram değil seyran değil,22
aciz içinde olmak,15
su sabun görmemek,15
kursağında kalmak,16
yiğitliğe leke  sürmemek,21
benden paso,10
affa uğramak,11
ağzına geleni söylemek,20
aklı bir  karış yukarıda  olmak,25
öyle gelmek,10
ağzını toplamak,14
aç açık kalmak,12
üstünden geçmek,14
alnında yazılmış olmak,20
ferih fahur yaşamak,17
gözlerini fal taşı gibi açmak,25
canı cana ölçmek,14
büyüklerin ellerinden küçüklerin gözlerinden öpmek,46
altına imza koymak,16
gözden nihan olmak,16
mesele yapmak,12
ağzı köpürmek,12
ağız tamburası çalmak,19
iğne üstünde oturmak,18
ahiretini yapmak,15
üstüne bir bardak  su içmek,22
kulağının zarı patlamak,21
dini bir uğruna,13
ateş almaya mı geldin,18
allamelik taslamak,17
abdesti gelmek,13
ağzına kira istemek,17
ağzına yüzüne bulaştırmak,23
zevkini okşamak,14
akıl durdurmak,13
cila vermek,10
fincancı katırlarını ürkütmek,27
aleyhe dönmek,12
Allah bir dediğinden başka sözüne inanılmaz,38
can alacak nokta,14
arka plana kaymak,15
armut piş ağzıma düş,17
örneğini çıkarmak,16
ağır basmak,10
cebinden çıkarmak,16
elinde avucunda nesi varsa,23
buz üstüne yazı yazmak,19
Acem kılıcı gibi,14
dünyayı zindan  etmek,18
açıklık getirmek,15
iliğine kadar ıslanmak,20
ağız aramak,10
haritada olmak,13
âdet yerini bulsun diye,20
kalbi ferahlamak,15
istim üstünde olmak,17
ağzına yakışmamak,16
arkadaş değil arka taşı,20
al aşağı vur yukarı,16
rezil rüsva olmak,15
ağzını burnunu çarşamba pazarına  çevirmek,37
üstüne üstüne gitmek,18
kulağına fısıldamak,18
ağzının içine baktırmak,21
kuvveden fiile çıkarmak,21
akıp gitmek,10
kan revan içinde kalmak,20
al sana bir  daha,13
başına vur ağzından lokmasını al,28
ne Şamın şekeri ne Arapın zekeri,27
methali olmak,12
ağzını bozmak,12
para akmak,9
araziye uymak,12
akarına bırakmak,15
bir paralık etmek,15
iş yok,5
adam beğenmemek,14
Allahın evi,10
zevk almak,9
ayağı ile gelmek,14
barut fıçısı gibi,15
can alıp can vermek,16
ağzından bal damlamak,19
zıddı olmak,10
krallara layık,13
ağız değiştirmek,15
açıkta kalmak,12
aralık vermek,12
ayağının pabucunu başına giymek,28
başını nâra yakmak,16
perestiş etmek,13
vazifesinden olmak,17
ağzı varmamak,12
yola revan olmak,14
gülü tarife ne hacet ne çiçektir biliriz,34
öfke topuklarına çıkmak,21
pençesine düşmek,15
ağzının payını  vermek,19
zihnine yerleştirmek,19
adı gibi bilmek,13
akıl bırakmamak,14
adam değilim,11
ağzından girip burnundan çıkmak,28
bir hoşluğu olmak,15
alçaktan uçmak,13
akılsızlık akılsızlık etmek,25
akıllılık etmek,14
adam içine karışmak,17
bin pişman olmak,14
mecrasında gitmek,16
bana mısın dememek,16
nefsine yedirememek,18
ağız satmak,10
can dayanmamak,13
anasının nikâhını istemek,23
zoruna gitmek,12
adak adamak,10
alaya vurmak,11
canı canına  sığmamak,18
adını ağzına almamak,18
buyurun cenaze namazına,21
Allahın işine bak,15
akıl erdirememek,15
ayaz vurmak,10
dudağını  ısırmak,15
her lafın altından kalkmak,23
eline doğmak,11
akideyi bozmak,13
düğün dernek hep bir örnek,22
beş para almamak,14
alın teri dökmek,14
ağız  açmak,9
bal mumu yapıştırmak,18
akılda kalmak,12
aklına esmek,11
altın top gibi,12
üstüne kapanmak,14
burnundan  gelmek,15
ihtiyaca cevap vermek,19
açlıktan imanı gevremek,21
Azrailin elinden kurtulmak,24
gözden ırak tutulmak,18
alkış tutmak,11
ağır ol,6
ağzını mühürlemek,16
başka işi yok mu,13
can cana baş başa,14
akıl işi değil,12
demir üzerinde,13
arka vermek,10
aç susuz kalmak,13
aman vermek,10
ağzı sulanmak,12
gökten zembille mi indi,20
zimmetine geçirmek,17
ağır söylemek,12
açlıktan ölmek,13
ateşe vursa duman vermez,21
renk gelmek,10
aslı faslı yok,12
pazar yerine dönmek,17
al birini vur ötekine,18
alev bacayı  sarmak,16
cin tutmak,9
abdesti kaçmak,13
bana da mı lolo,12
ağırdan almak,12
akıl yürütmek,12
ağzına kilit takmak,17
acayibine gitmek,15
ateşe vurmak,11
cephe almak,10
canını acıtmak,13
ağzında yaş kalmamak,18
buluttan nem kapmak,17
baş üstünde tutmak,16
ahenk vermek,11
üzerine üzerine gitmek,20
ciğerine işlemek,15
acze düşmek,10
aman zaman bilmemek,17
açıklık kazanmak,15
meslek edinmek,13
ağzını burnunu dağıtmak,21
abanoz kesilmek,14
ağzının perhizi yok,17
el değiştirmek,13
ışığı altında,12
gözünün üstünde kaşın var dememek,29
ant içmek,8
yâdını uyandırmak,16
ağzı burnu yerinde,16
bir elini bırakıp ötekini öpmek,27
akla sığar gibi,13
ayağına kira istemek,18
hem ziyaret hem ticaret,20
ağzını aramak,12
damlaya uğramak,14
işin üstesinden gelmek,20
hışmına uğramak,14
ettiği hayır ürküttüğü kurbağaya değmemek,37
perende atamamak,15
açıktan almak,12
bir şey  olmak,11
bir pula satmak,13
adam olana çok bile,16
nazı geçmek,10
alt çenesi oynamak,16
ar etmek,7
başına çorap örmek,16
aç doyurmak,10
başarısızlığa uğramak,20
üstü başı dökülmek,16
bir şey sanmak,12
Allah için,9
gözleri yuvalarından  fırlamak,27
esmayı üstüne sıçratmak,21
gönlü razı olmamak,16
mum tutturmak,12
avurt satmak,11
pamuk ipliğiyle bağlanmak,23
aklını yormak,12
aralarındaki buzları eritmek,26
ahı gitmek vahı kalmak,19
amma da yaptın ha,14
altta yok üstte yok,16
adama benzemek,13
başının altından çıkmak,21
uykuda olmak,11
abdest almak,11
zindan kesilmek,14
açtırma ağzımı,13
çarşamba pazarına çevirmek,24
karnı zil çalmak,14
zincir vurmak,12
içi ısınmak,10
akım derken bokum demek,20
akla sığmamak,12
başım gözüm üstüne,16
üç nalla bir ata kaldı,18
akla gelmek,10
bir söylemek pir söylemek,22
aklına takmak,12
ihtiyaç duymak,13
al kiraz üstüne kar yağmış,22
ahını yerde koymamak,18
bayram havası esmek,17
ağza almamak,11
al benden de o kadar,16
feneri nerede söndürdün,21
altın yumurtlayan tavuk,21
ağır yara almak,13
afyonunu patlatmak,17
suya düşmek,10
anasından doğduğuna pişman olmak,29
ad yapmak,8
bin can ile,9
alt alta üst üste,14
afiyet bulmak,12
ateşi başına vurmak,17
dakikası dakikasına uymamak,25
batkıya uğramak,14
Allah vere de,11
fiske fiske kabarmak,18
emir komuta zinciri içinde olmak,28
cinler cirit  oynamak,18
bir hâl olmak,11
ad koymak,8
ağzına takılmak,14
hayır kalmamak,13
ağzı kilitlenmek,15
aynı potada erimek,16
hurdaya çevirmek,15
akıl havsala almamak,18
açığını kapamak,14
rezili çıkmak,12
yerinden fırlamak,16
zincire vurmak,13
aklı başka yerde olmak,19
avucunun içi gibi bilmek,21
adı deliye çıkmak,15
adı geçmek,9
meydan dayağı çekmek,18
ayıyı vurmadan postunu satmak,26
burnunun ucunu görmemek,21
Azraile bir can borcu olmak,23
bozuntuya uğramak,16
adımlarını seyrekleştirmek,25
kellesini uçurmak,16
ana baba eline bakmak,18
rüzgâr ekip fırtına biçmek,23
zebunu olmak,11
attan inip eşeğe binmek,20
aklına turp sıkayım,17
başı üstünde yeri olmak,20
üstüne yürümek,13
astarı yüzünden pahalı olmak,25
abesle iştigal etmek,18
Allah ne verdiyse,15
borusu ötmek,11
pamuk ipliğiyle bağlamak,22
kedi gibi dört ayak üzerine düşmek,29
ağzına gem vurmak,15
ağzına geldiği gibi,17
âdet görmek,10
büyük laf etmek,13
parmak basmak,12
al gülüm ver gülüm,15
cirit atmak,10
iki lakırtıyı bir araya getirmek,28
ağzı çiriş çanağına dönmek,23
canı cehenneme,13
akıl danışmak,12
akılda tutmak,12
aklının terazisi bozulmak,23
yüreği ferahlamak,16
açmaza düşmek,12
ağzının tadını bilmek,19
altüst etmek,11
bir hoş eylemek,13
ağzını hayra aç,13
deli olmak,9
adam sen de,9
âciz kalmak,10
nazarıyla bakmak,15
haşır neşir etmek,15
üstüne varmak,12
ağzına tıkmak,12
ar ve hayâ perdesi yırtılmak,24
Fatiha okumak,12
üstüne yıkılmak,14
Agopun kazı gibi bakmak,20
iki satır laf etmek,16
ucundan tutmak,13
akşamdan kavur sabaha savur,24
ağırlık basmak,13
fırsat bu fırsat,14
adam gibi,8
üstüne sevmek,12
balon uçurmak,12
alıp vermek,10
aklına yelken etmek,17
ağzından lokmasını almak,22
can borcunu ödemek,16
art eteğinde namaz kılmak,22
nişan koymak,11
içi cız etmek,11
aklı fikri bir şeyde olmak,22
ağzı oynamak,11
tebdilimekânda ferahlık vardır,28
ağır gelmek,10
resmiyete dökmek,15
at nalı kadar,11
ağzına almak,11
düğün değil bayram değil eniştem beni niye öptü,40
daha neler,9
fasulye gibi kendini nimetten saymak,32
yerini ısıtmak,13
affını dilemek,13
patırtıya vermek,15
leb demeden leblebiyi anlamak,26
adımlarını sıklaştırmak,22
gözünü almak,11
fitil vermek,11
bilmem hangi,11
parasıyla rezil olmak,19
hem kel hem fodul,14
üstüne başına etmek,17
bir ayak üstünde bin yalan söylemek,30
hayat vermek,11
ağzına bir kemik atmak,19
ağzına verilmesini beklemek,25
kendi hâlinde bırakmak,20
zifos atmak,10
elden ne gelir,12
bir gömlek fazla eskitmiş olmak,27
hasret bırakmak,14
hastası olmak,12
fitili almak,11
canı yok mu,9
abazan kalmak,12
birebir gelmek,13
felce uğramak,12
abanoz gibi,10
canını cehenneme göndermek,24
ağzı teneke kaplı,15
nabzına göre şerbet vermek,23
affınıza sığınarak,17
fikir danışmak,13
zurnacının karşısında limon yemek gibi,34
açılıp saçılmak,14
ağzını tutmak,12
ciğerini sökmek,14
akıllı geçinmek,14
on paralık etmek,14
açlıktan gözü  dönmek,18
gül üstüne gül koklamamak,22
ağırlığınca altın etmek,21
ağzına sağlık,12
adam içine çıkmak,15
Rufailer karışır,15
alet olmak,9
adı kötüye çıkmak,15
içi vık vık  etmek,14
acı gelmek,9
adam kullanmak,13
aklını devşirmek,15
eteğinde namaz kılınmak,21
örümcek sarmak,13
ağızda dağılmak,14
babana rahmet,12
gücüne gitmek,12
arka arkaya vermek,16
bir hoş olmak,11
iki lafı  bir araya getirememek,26
akıbetine uğramak,16
el emeği göz nuru,14
ayağına bağ vurmak,16
ağzının payını  almak,18
el işi göz nuru,12
ışıl ışıl yanmak,14
parmağı olmak,12
aleyhinde  söylemek,17
anlaşmaya varmak,15
üstüne güneş doğmamak,19
hâli üzere,9
dem vurmak,9
aması maması yok,14
açıklığa kavuşturmak,19
atı alan Üsküdarı geçti,20
adı var,6
afi kesmek,9
anasını eşek kovalasın,20
abliyi kaçırmak,14
acısı ortaya çıkmak,17
ağlama duvarına dönmek,20
anasının ipini satmış,19
lokmasını saymak,15
at pazarında eşek osurtmuyoruz,27
ağız kalabalığına getirmek,24
abuk sabuk konuşmak,17
fena olmak,9
muhasebesini yapmak,18
hesaba almak,11
ileri geri konuşmak,17
açlığını öldürmek,16
adres bırakmak,13
bir kulağından girip öbür kulağından çıkmak,38
boy ölçüşmek,11
içi rahat etmek,13
ahireti boylamak,15
bukalemun gibi renkten renge girmek,31
çok gelmek,9
üst başı,7
ayağına sıcak su mu soğuk su mu dökelim,32
nazını çekmek,12
kazaya rıza göstermek,19
gözü   olmak,9
bayram haftasını mangal tahtası anlamak,35
ah vah etmek,10
ağız dil vermemek,15
kan revan içinde,14
altından girip üstünden çıkmak,27
ay harmanlanmak,14
adı kalmak,9
aksiliği üstünde,15
baş üstünde yeri var,17
zamanı geçmek,12
gözleri fıldır fıldır etmek,24
ağrısız başına kaşbastı bağlamak,29
cana  can katmak,13
açmaza getirmek,14
alacağına şahin vereceğine karga,29
fit vermek,9
kediye peynir  ısmarlamak,22
ağzı olan konuşuyor,17
ağzından inci saçmak,18
dilinin ucuyla,13
ağzından  dirhemle çıkmak,22
hava fena esmek,13
cemaate uymak,12
anlaşıldı Vehbinin kerrakesi,26
afyonu başına vurmak,18
acısını bağrına  basmak,20
alabora olmak,12
rahat batmak,11
adım  atmak,9
zevkini çıkarmak,15
ağzı açık  kalmak,14
ayağa fırlamak,13
ayağı  suya ermek,14
binbir ayak bir ayak üstüne,23
akıl etmek,9
leşini çıkarmak,14
ana rahmine düşmek,16
gemiyi rotasına koymak,20
muzipliğine uğramak,18
laga luga etmek,13
gözüne ilişmek,13
açık düşmek,10
atıp  tutmak,10
hariç olmak,10
anlam vermek,11
başı hoş olmamak,14
akşam ahıra sabah çayıra,21
alabanda vermek,14
alt olmak,8
her boyayı boyadı bir fıstıki yeşil  kaldı,35
bize de mi lolo,12
ağır durmak,10
başı nâra yanmak,14
adını koymak,11
ağızda sakız gibi çiğnemek,23
canından bezmek,14
aklı başından gitmek,18
dediğim dedik öttürdüğüm  düdük,27
fikrini çelmek,13
ısıtıp ısıtıp önüne koymak,23
işi resmiyete dökmek,18
kanına işlemek,13
deve kuşu gibi,12
anasından emdiği sütü burnundan getirmek,36
aklına uymak,11
ağzından baklayı çıkarmak,23
alı alına moru moruna,18
adı olmak,8
ağız kullanmak,13
mana  çıkmak,10
ahirette on parmağı yakasında olmak,31
ikamete memur edilmek,19
zıt gitmek,9
aday göstermek,13
ismi lazım değil,14
aklını başına almak,17
zar atmak,8
yolunda görünmek,15
pay biçmek,9
bir şey söylemek,14
ağız yapmak,10
Allah bana ben de sana,18
yüzünü unutmak,13
ağzı süt kokmak,13
az gelmek,8
cepheden cepheye koşmak,21
ah almak,7
ucunu kaçırmak,13
ayağına üşenmemek,16
yüzü görmemek,12
ağzını havaya  açmak,17
aklına yatmak,12
sınırlarını  zorlamak,19
zayiçesine bakmak,16
ağza alınmaz,11
akşamı akşam etmek,16
bile bile lades,13
akla fenalık vermek,17
maymuna benzetmek,16
kara listeye almak,16
bacaklarını uzatmak,18
ad çekmeye girmek,15
ağzıyla kuş tutsa,15
adı sanı olmak,12
ağzının suyu akmak,16
ters gitmek,10
üstüne yatmak,12
Allah manda şifalığı versin,24
ağızdan ağıza dolaşmak,20
rafa koymak,10
öl dediği yerde ölmek kal dediği yerde kalmak,38
dünyanın öbür ucu,15
açlıktan nefesi kokmak,20
acı söylemek,11
havasını teneffüs etmek,21
burnunu sıksan canı çıkacak,24
aklı sonradan gelmek,18
alnından öpmek,13
akıl erdirmek,12
açlıktan ölmeyecek kadar,22
Allahın cezası,13
acısını görmek,13
başına bir hâl gelmek,18
Arap uyandı,10
tünelin sonunda ışık görünmek,26
aklını şaşırmak,14
nakzen görmek,12
reva görmek,10
ağız yaymak,10
cesaret vermek,13
beş paralık etmek,15
deve nalbanda bakar gibi,21
yaka ısırmak,11
açıklar livası olmak,18
burnunun ucundan ötesini  görmemek,30
ağzından dökülmek,16
örneğini almak,13
ant verdirmek,12
mercimeği fırına vermek,21
ağzından lakırtı  almak,20
in cin yok,8
aldı sazı eline,13
ağzının tadını kaçırmak,21
ağza  düşmek,10
araları şekerrenk  olmak,21
uşaklık etmek,12
eline fırsat geçmek,17
ağzı laf  yapmak,13
afişte kalmak,12
iki lakırtı etmek,15
nabzına girmek,13
aklına düşmek,12
ağırlık olmak,12
alı al moru mor,12
fırın ekmek yemesi lazım,21
bendeniz cennet kuşu,18
hayır görmemek,13
başını uçurmak,13
ağzından söz  eksik etmemek,23
arkasından teneke çalmak,22
üstüne fenalık gelmek,19
bildiğini yedi mahalle bilmez,26
beş parasız kalmak,16
can baş üstüne,12
çirkefe taş atmak,15
açık kapı bırakmak,16
piç etmek,8
dudak ısırmak,12
akıl öğretmek,12
yüz tutmak,9
ağır kaçmak,10
ayak uydurmak,12
anasından doğduğuna pişman etmek,29
ciğerini okumak,14
hadi canım sen de,14
aklı durmak,10
ayakta uyumak,12
evvel zaman içinde kalbur saman içinde,33
ağına düşürmek,13
baş almak,8
kapak atmak,10
zihnine girmek,13
aç kurt gibi,10
pervane olmak,12
lokmasını dökmek,15
aklı ermek,9
bozguna uğramak,14
adamına göre,11
afiyet  olsun,11
ağzından çıkanı  kulağı duymamak,28
bir daha mı,9
elden gitmek,11
benzi uçmak,10
ağzı kulaklarına varmak,21
akıldan çıkmak,13
ama ne,5
gözü ısırmak,11
eti ne budu ne,11
bini aşmak,9
işin fenası,10
leşini sermek,12
ah etmek,7
ağız birliği etmek,16
dişe dokunur,11
adımını geri atmak,16
canım dese canın çıksın diyor sanmak,31
aklını  bozmak,12
gözü olmamak,11
zihnini çelmek,13
görüp göreceği rahmet bu,21
haciz koymak,11
notunu vermek,12
aklından zoru olmak,17
ayağa düşmek,11
hayalî fenere dönmek,18
dikkati calip olmak,17
avuç içi kadar,12
azizlik etmek,12
gözü önünde,10
alev gibi parlamak,16
eline ayağına üşenmemek,21
kaç zamandır,11
bir sıkımlık canı olmak,20
aklı başında olmamak,18
aklını çalmak,12
eceliyle ölmek,13
kir götürmek,11
robot resmini çizmek,18
ağzında bakla ıslanmamak,22
akan sular durmak,15
aman zaman dedirtmemek,20
efradını cami ağyarını mâni,24
camadanı fora etmek,17
ciğerinin içini bilmek,20
bal mumu gibi erimek,17
üzerine atmak,12
zindan etmek,11
adı batmak,9
beş paralık olmak,15
acından ölmek,12
aslanın ağzında olmak,19
kitaba  uydurmak,14
akıl ermek,9
aklını oynatmak,14
ayakkabı vurmak,14
âdet olduğu üzere,15
ağzını kiraya vermek,18
dudak ucuyla söylemek,19
muallakta olmak,14
gâvur orucu gibi uzamak,20
ağır oturmak,11
cesaret almak,12
akıl hocalığı taslamak,20
iki rahmetten  biri,16
kefaretini ödemek,16
canlısı,7
ayılık etmek,11
kir tutmak,9
suyu nereden geliyor,18
projektör ışığında olmak,22
medreseye düşmek,15
dil uzatmak,10
bir çift lakırtı etmek,19
ok gibi  fırlamak,14
ak sakaldan yok sakala gelmek,25
haşır neşir olmak,15
bir papel  etmemek,15
aydedeye misafir olmak,20
kafayı üşütmek,13
ayak vermek,10
içini ısıtmak,12
araya vermek,11
iki baştan olmak,14
ne lazım,7
üzerine bir bardak  su içmek,23
ad almak,7
fartası furtası olmamak,21
ağza tat boğaza feryat,19
eli altında olmak,15
beşer şaşar,10
vadiye dökülmek,14
dilinin ucuna gelmek,18
öperken ısırmak,14
ağırlığını  koymak,16
merak sarmak,11
işi üç nalla bir ata kalmak,22
karısının üstüne evlenmek,23
çoban kulübesinde padişah rüyası görmek,35
ateş vermek,10
adı bile okunmamak,16
bir ayak üstünde kırk yalanın belini bükmek,37
arı kovanı gibi işlemek,20
Allaha emanet,12
ağaç olmak,9
akıl vermek,10
aldığı abdest ürküttüğü kurbağaya değmemek,38
dostlar başından ırak,19
mahkemelik olmak,15
Hakkın rahmetine kavuşmak,23
mumla aratmak,12
ayağının tozu ile,15
aklına bir şey gelmek,18
allahı çok insanı az bir yer,23
abdest tazelemek,15
hamamın namusunu kurtarmak,24
acı  görmek,9
Allah övmüş de yaratmış,20
Allahın hikmeti,14
öfkesini çıkarmak,16
ablukayı yarmak,14
beş para etmez,12
zihnini kurcalamak,17
fena etmek,9
babalık fırın has işler,20
işin rengi değişmek,17
fareler cirit atmak,17
mahşere dönmek,13
dünya gözüne zindan olmak,22
belaya çatmak,12
bir koyundan iki post çıkarmak,26
Allahın emri,11
kafa  ütülemek,12
kapılar yüzüne  kapanmak,21
aman vermemek,12
abdest bozmak,12
içinde yüzmek,12
ateş püskürmek,13
akla  durgunluk vermek,19
fikir almak,10
cepten aramak,12
başına oturmak,13
adını bağışlamak,15
cart cart ötmek,13
bir lokma bir hırka,16
ayağını  öpeyim,13
ayıkla pirincin taşını,20
beti benzi atmak,14
aklı dağılmak,12
aşığı cuk oturmak,15
alkış tufanı kopmak,17
abdestinde namazında olmak,24
üstüne atmak,11
hayatı cehennem etmek,19
acısını almak,12
ödünü koparmak,13
zevali olmak,11
malum olmak,10
afyon yutmak,11
suyu mu çıktı,11
haydi canım sen de,15
adı  olmamak,10
aklı  takılmak,12
tozdan dumandan ferman okunmamak,29
bir bardak suda fırtına koparmak,28
parmak ısırmak,13
beyninde şimşekler çakmak,23
gün ışığına çıkmak,16
can gelmek,9
boyun bir karış uzadı,18
boynunu uzatmak,14
aforoz etmek,11
sütüne havale etmek,17
bir fende kazık kakmak,19
hazır etmek,10
ata et ite ot vermek,16
arkasını  vermek,14
ceza kesmek,10
ahenk almak,10
eli cebine  gitmemek,17
can damarına basmak,17
leğen başından almak,18
akşamı zor etmek,14
dört ayak üstüne düşmek,20
gözü  üstünde kalmak,17
alıp vereceği olmamak,19
ateşe tutmak,11
ağız açtırmamak,14
curcunaya çevirmek,17
acısı içine  çökmek,16
boyunun ölçüsünü almak,20
ayağının  altını öpeyim,20
belalar mübareği,15
anasından doğduğuna bin pişman,27
ayak üstünde olmak,16
nakzen iade etmek,15
alaka  çekmek,11
arka  planda kalmak,16
ağır kayba uğramak,16
ayağını vurmak,13
akis uyandırmak,14
ateşe vermek,11
farta furta etmek,15
hamallığını etmek,16
gözden ırak tutmak,16
altı alay üstü kalay,17
ağzını açıp gözünü yummak,22
zindan olmak,11
aklını peynir ekmekle yemek,24
adımlarını açmak,15
fart furt etmek,13
adı kaldırılmak,14
alay gibi gelmek,14
ağız burun birbirine karışmak,26
alıp sattığı olmamak,18
adam sırasına geçmek,18
ramp ışığına çıkarmak,19
ağzına burnuna bulaştırmak,24
ortada fol yok yumurta yok,22
akşamdan sonra merhaba,20
başında paralansın,17
aklını başka yere vermek,21
gönül rızası ile,14
renkten renge girmek,18
afiş yutmak,10
parmağında oynatmak,18
bok üstün bok,11
ağzı dili  kurumak,15
cesaretini kırmak,16
ayağının pabucu olamamak,22
afyonu patlamak,14
ciğerini yakmak,14
zıvanadan çıkarmak,17
akla hayale gelmemek,18
anlamazlıktan gelmek,19
akarsu gibi,10
anahtar vermek,13
makarasını çözmek,16
aslı faslı olmamak,16
ağzıyla içmesini bilmek,21
avucunun içine almak,18
tuhafına gitmek,14
adalet dağıtmak,14
ağırlığı olmak,13
işi rast gitmek,13
gel zaman git zaman,16
babasına rahmet okumak,20
üstüne yıkmak,12
uzun lafın  kısası,15
aklın süzgecinden geçirmek,24
aklı zıvanadan çıkmak,19
cemaziyelevvelini bilmek,23
arası hoş  olmamak,15
madik atmak,10
açık kapamak,11
bildiğinden şaşmamak,19
tırısa kalkmak,13
üstünden silindir gibi geçmek,26
ağzından burnundan getirmek,25
iki paralık etmek,15
ağı gibi,7
baskına uğramak,14
kâğıt üzerinde  kalmak,19
geniş bir nefes almak,18
iki cami arasında kalmış beynamaz,29
cim karnında bir nokta,19
açık vermek,10
arpa ektim darı çıktı,18
masaya yatırmak,14
önünü almak,10
arma uçurmak,11
kendini fasulye gibi nimetten saymak,32
aşı vurmak,9
anasından emdiği süt burnundan  gelmek,33
aklına sığdırmak,15
ağzının kâhyası olmak,19
kaleyi içinden fethetmek,22
al takke ver külah,15
fikrini almak,12
babasının hayrına,16
afiyet üzere olmak,16
anası turp  babası şalgam,21
güneşi üzerine doğdurmamak,24
ağız ağıza vermek,15
geri kalmamak,12
diken üstünde oturmak,19
âdembabaya dönmek,16
dudağının ucuna gelmek,20
altına etmek,11
arkadan vurmak,13
aldırış etmemek,14
Allaha ısmarladık,16
abdestinden şüphesi olmamak,25
altın adını bakır etmek,20
bir tat bin feryat,15
at izi it izine karışmak,20
alt perdeden konuşmak,19
ada gibi,7
el üstünde tutmak,15
hava almak,9
ant vermek,9
ad takmak,8
